key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,bloomberg_symbol,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.796875,110.8125,,F,,,,,0,0,0,,,0,0,calculated,110.8046875,SEP25,,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.VY3.21JUL25.110.C,0.796875,0.8125,110.0,C,0.8039781,,1036.5218164,954.5841121,0,0,0,,,0,0,adjtheor,0.8039781,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.110:25.C,0.546875,0.5625,110.25,C,0.556876,,772.06786,704.1525307,0,0,0,,,0,0,adjtheor,0.556876,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.110:5.C,0.296875,0.328125,110.5,C,0.3198671,,641.5997434,533.5605412,0,0,0,,,0,0,adjtheor,0.3198671,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.110:75.C,0.109375,0.140625,110.75,C,0.1281107,423.1839844,589.7314033,506.768662,0,0,0,,,0,0,adjtheor,0.1281107,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.111.C,0.015625,0.046875,111.0,C,0.0333828,405.081525,631.558347,526.3553816,0,0,0,,,0,0,adjtheor,0.0333828,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.111:25.C,0.0069999,0.015625,111.25,C,0.0085534,591.9167633,716.5117551,660.195276,0,0,0,,,0,0,adjtheor,0.0085534,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.111:5.C,,0.015625,111.5,C,0.0034926,,999.0933325,861.1946483,0,0,0,,,0,0,adjtheor,0.0034926,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.111:75.C,,0.0069999,111.75,C,0.0026415,,1073.0191778,955.2390265,0,0,0,,,0,0,adjtheor,0.0026415,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
XCME.VY3.21JUL25.112.C,,0.0069999,112.0,C,0.002369,,1313.0689601,1179.2265852,0,0,0,,,0,0,adjtheor,0.002369,21JUL25,,,20.0,20.0,,,,,,,,,,,,,,,True,,bachelier_v1.0
